polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models in this file assume the composite wind profile from Sromovsky et al. (2015, Icarus 258) Table 6.
the distribution of models in this file comes from randomly drawing the near-equatorial occultation radius from a Gaussian with standard deviation equal to 5 km.
index         r_pol_km          r_eq_km
  573   24969.74734395   25556.58054256
  574   24972.72526026   25559.76445485
  575   24971.77504396   25558.74866684
  576   24983.68932657   25571.48691695
  577   24971.25940447   25558.19740508
  578   24974.73968232   25561.91788455
  579   24970.74963317   25557.65226145
  580   24976.76499946   25564.08409225
  581   24970.17541431   25557.03817246
  582   24976.49410356   25563.79399513
  583   24969.76847759   25556.60306517
  584   24972.29039898   25559.29946820
  585   24976.35717743   25563.64744770
  586   24967.65297652   25554.34149204
  587   24969.24994845   25556.04861987
  588   24974.96479957   25562.15883688
  589   24975.38404339   25562.60684129
  590   24976.37477850   25563.66652079
  591   24972.69764782   25559.73458378
  592   24968.59905509   25555.35314453
  593   24965.92066415   25552.48983327
  594   24967.85044839   25554.55213249
  595   24970.94776221   25557.86383971
  596   24970.31185011   25557.18431177
  597   24970.18635007   25557.04986854
  598   24968.98577828   25555.76635073
  599   24970.26841312   25557.13756400
  600   24981.45785545   25569.10122435
  601   24968.03005894   25554.74471520
  602   24981.64134069   25569.29750993
  603   24956.69764322   25542.62946089
  604   24970.46502932   25557.34772258
  605   24973.67134603   25560.77588236
  606   24968.40952891   25555.15024305
  607   24973.60598188   25560.70586685
  608   24972.03734735   25559.02903444
  609   24961.85100171   25548.13832334
  610   24965.38520229   25551.91681447
  611   24977.54449105   25564.91699407
  612   24972.17641340   25559.17771909
  613   24963.57391291   25549.98032276
  614   24974.64495048   25561.81679086
  615   24971.74013390   25558.71118088
  616   24973.94090322   25561.06402798
  617   24964.31036496   25550.76764469
  618   24964.38263569   25550.84530480
  619   24972.58766464   25559.61751216
  620   24967.69759080   25554.38909314
  621   24968.48430154   25555.23011338
  622   24968.41046627   25555.15139729
  623   24967.61535607   25554.30128126
  624   24970.11519325   25556.97398037
  625   24968.52350468   25555.27174119
  626   24966.41720914   25553.02015232
  627   24969.13521518   25555.92635512
  628   24979.81805204   25567.34806681
  629   24969.89112966   25556.73433038
  630   24971.31367590   25558.25543130
  631   24978.30995536   25565.73525849
  632   24969.93287239   25556.77902627
  633   24972.28369086   25559.29195872
  634   24967.21020087   25553.86817471
  635   24956.87112443   25542.81511784
  636   24969.93467250   25556.78078890
  637   24978.33550349   25565.76273115
  638   24974.50646419   25561.66864421
  639   24970.48129009   25557.36541688
  640   24971.04507742   25557.96780724
  641   24975.46988605   25562.69878660
  642   24975.44583702   25562.67277944
  643   24971.85504669   25558.83417603
  644   24972.36132340   25559.37551233
  645   24973.00842671   25560.06743320
  646   24974.99701644   25562.19331643
  647   24967.73151344   25554.42508384
  648   24963.24778252   25549.63200261
  649   24966.40152806   25553.00336093
  650   24972.90223301   25559.95376584
  651   24963.88140342   25550.30923860
  652   24971.86135411   25558.84075985
  653   24967.29771040   25553.96111827
  654   24966.89562185   25553.53130816
  655   24972.07451833   25559.06846014
  656   24961.92962773   25548.22254377
  657   24979.59334291   25567.10746393
  658   24973.67980148   25560.78528078
  659   24973.92252683   25561.04451432
  660   24974.14318836   25561.28021098
  661   24965.20587017   25551.72546324
  662   24966.72821218   25553.35267481
  663   24976.89473266   25564.22210005
  664   24966.29021694   25552.88452783
  665   24966.44922517   25553.05415636
  666   24969.70296655   25556.53332016
  667   24969.94389423   25556.79116966
  668   24971.28704954   25558.22683790
  669   24964.47575615   25550.94470166
  670   24966.39048841   25552.99168011
  671   24971.96329046   25558.94981748
  672   24975.77699692   25563.02719793
  673   24969.96676995   25556.81523764
  674   24979.75462026   25567.28009503
  675   24966.78343661   25553.41174015
  676   24971.03853196   25557.96103107
  677   24974.45229059   25561.61078864
  678   24974.88428009   25562.07246458
  679   24967.79763499   25554.49584482
  680   24973.78072464   25560.89281119
  681   24966.87368454   25553.50818912
  682   24974.42695068   25561.58373010
  683   24966.92738589   25553.56555051
  684   24969.48988017   25556.30555920
  685   24972.66347225   25559.69835181
  686   24963.47933392   25549.87951036
  687   24965.18972874   25551.70792318
  688   24968.52488318   25555.27362240
  689   24966.39386951   25552.99522887
  690   24975.46553387   25562.69433916
  691   24971.93074511   25558.91497514
  692   24969.55580749   25556.37592722
  693   24974.05113366   25561.18180758
  694   24974.34657098   25561.49782958
  695   24963.63479359   25550.04543116
  696   24968.94137047   25555.71871908
  697   24968.74542253   25555.50939129
  698   24953.56925539   25539.28547963
  699   24964.87009820   25551.36592286
  700   24967.52461384   25554.20426338
  701   24966.57653356   25553.19065636
  702   24971.53036412   25558.48721000
  703   24965.16195720   25551.67882974
  704   24971.38663691   25558.33312555
  705   24968.42452714   25555.16618354
  706   24970.71416679   25557.61442591
  707   24964.34674975   25550.80676084
  708   24975.87644999   25563.13354995
  709   24968.03496343   25554.74976055
  710   24969.04919639   25555.83434223
  711   24973.82249454   25560.93743309
  712   24968.09010288   25554.80888184
  713   24976.82242317   25564.14497406
  714   24965.63127847   25552.18025414
  715   24966.68874170   25553.31022779
  716   24965.12346496   25551.63693322
  717   24972.89968003   25559.95087318
  718   24975.25678903   25562.47095005
  719   24974.71495375   25561.89141822
  720   24963.30261692   25549.69067901
  721   24969.30531241   25556.10799454
  722   24968.94209914   25555.71984906
  723   24964.55245999   25551.02708222
  724   24962.26388879   25548.57983504
  725   24969.46068590   25556.27427736
  726   24967.19414304   25553.85099346
  727   24971.73477922   25558.70550129
  728   24967.04546258   25553.69196438
  729   24967.24660926   25553.90716313
  730   24969.97334202   25556.82207386
  731   24962.45873959   25548.78818254
  732   24968.15642759   25554.87969598
  733   24975.81753791   25563.07015242
  734   24967.72219415   25554.41565735
  735   24966.58321154   25553.19768808
  736   24973.17439257   25560.24453591
  737   24973.74377659   25560.85325968
  738   24975.51598106   25562.74807552
  739   24972.88862896   25559.93888215
  740   24972.19623731   25559.19882126
  741   24968.12813774   25554.84906793
  742   24971.22615179   25558.16189346
  743   24966.30187587   25552.89689565
  744   24968.68728268   25555.44708111
  745   24974.68743383   25561.86176855
  746   24965.57281536   25552.11746949
  747   24973.92577586   25561.04788851
  748   24966.63651801   25553.25492301
  749   24970.38283351   25557.25971585
  750   24969.25029780   25556.04891527
  751   24972.49332977   25559.51641077
  752   24981.26839798   25568.89834439
  753   24974.04165502   25561.17151017
  754   24976.26529936   25563.54949020
  755   24971.94057503   25558.92547978
  756   24965.93842550   25552.50800493
  757   24963.20531205   25549.58675014
  758   24977.37251141   25564.73249259
  759   24966.33689470   25552.93417993
  760   24968.12188540   25554.84267995
  761   24975.62528523   25562.86496597
  762   24965.46614047   25552.00349612
  763   24973.97309087   25561.09845523
  764   24974.47119873   25561.63102124
  765   24961.57144795   25547.84006640
  766   24965.58811422   25552.13375795
