polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the k-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  447   24215.52533003   24754.77591685
  448   24284.90811497   24762.09680509
  449   24197.99794155   24774.62592235
  450   24403.58772012   24765.77191582
  451   23688.49349910   24773.97804465
  452   24437.46665582   24748.47050767
  453   24303.01509981   24756.04678743
  454   24114.43499919   24775.40120545
  455   24225.70095047   24762.39498930
  456   24073.80489546   24774.27878506
  457   23888.94980352   24767.29457446
  458   24427.60130618   24758.19037576
  459   24413.48437718   24752.22754987
  460   23866.75708679   24775.18123056
  461   24428.16705350   24760.12554314
  462   24192.54445793   24761.12224181
  463   24414.74950541   24751.97306634
  464   23963.20524502   24757.49634459
  465   24432.79764458   24753.06037663
  466   24409.09108291   24760.49987933
  467   24416.25012903   24764.09770421
  468   24420.40601511   24750.68007632
  469   24369.59140162   24753.80422491
  470   24389.96230357   24752.87851947
  471   24421.12805471   24756.45824792
  472   24199.97877244   24773.49727768
  473   24280.72575976   24775.17090968
  474   24433.89551197   24746.46438375
  475   24412.21458657   24753.59962262
  476   23902.85374216   24762.31604984
  477   24277.14826583   24754.28240922
  478   24304.12642046   24762.12406733
  479   24411.78659006   24758.67248286
  480   24247.18593812   24758.47511457
  481   23920.54343430   24771.10956258
  482   24192.99200928   24774.51720138
  483   24352.43369760   24754.19927439
  484   24182.63020891   24772.96312105
  485   24245.38935876   24761.90157402
  486   24435.11046133   24751.48670421
  487   24393.97955657   24749.73461533
  488   24020.92715974   24770.01080037
  489   24428.09193110   24753.40363672
  490   24387.43346604   24751.37297089
  491   24382.91624432   24766.75774797
  492   23491.48746381   24785.56781343
  493   24433.18545000   24744.27674346
  494   23888.77255351   24772.70170247
  495   24396.55680840   24759.92547598
  496   24305.73707726   24745.95798228
  497   23564.25077379   24780.62452661
  498   24320.32733440   24742.43371256
  499   24298.96833775   24771.38853624
  500   24231.85324660   24772.46934495
  501   24334.80075262   24758.31541593
  502   24260.94754886   24753.88728161
  503   24186.20882947   24770.59337779
  504   24296.63189043   24758.58080966
  505   24202.01653798   24765.58460731
  506   24382.35025945   24762.76611048
  507   24289.08746453   24761.26890153
  508   24280.54177476   24765.19306660
  509   24172.79659525   24763.83178252
  510   24303.90392759   24756.43725576
  511   24344.40176701   24764.96199467
  512   24422.53076683   24754.99917534
  513   23581.48505535   24775.08728599
  514   23853.63800324   24769.22431937
  515   24165.43809452   24762.76710860
  516   24444.12253983   24749.17662351
  517   24434.12177481   24749.63526141
  518   24333.47010224   24759.04638344
  519   24407.08416225   24750.04419357
  520   24199.56941872   24761.00277353
  521   24121.41419905   24778.76471560
  522   24003.63410656   24783.05062467
  523   24229.14699026   24774.27744105
  524   24223.07498281   24760.05699101
  525   24078.42498607   24757.20137432
  526   24280.23527909   24763.23620611
  527   24287.89221714   24761.20135554
  528   24396.79496803   24761.57105447
  529   24311.49586179   24767.53789013
  530   24249.86492176   24758.99921881
  531   24290.06191556   24762.45562536
  532   23996.27567478   24776.71367123
  533   24100.36428501   24755.60655162
  534   24433.97705345   24753.65165809
  535   23956.15130800   24780.49647299
  536   24270.78566591   24764.82368815
  537   24281.90881390   24768.15018349
  538   24264.00294980   24754.96715263
  539   24436.20465886   24746.21224710
  540   24168.98244783   24779.02996874
  541   24415.86651682   24756.32145321
  542   24385.73143349   24762.28337869
  543   24329.29617544   24768.91303285
  544   24218.92707720   24761.93779900
  545   23877.24859441   24774.28196308
  546   24368.96125078   24759.15205111
  547   24042.45325333   24775.53338698
  548   24417.01015607   24752.31094560
  549   24384.95780067   24755.01463034
  550   24267.55341796   24765.51530830
  551   24339.85696525   24758.41458381
  552   24437.24710821   24745.73979262
  553   24254.91061469   24772.56904961
  554   24074.09743748   24774.46819291
  555   24370.48452588   24749.20082493
