polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the composite asymmetric wind profile from Sromovsky et al. (2015, Icarus 258) Section 4.5 and Table 6.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index   r_pol_north_km   r_pol_south_km          r_eq_km              lnp
  493        24969.869        24964.493        25557.485       -1.529e-02
  494        24971.156        24965.779        25558.860       -1.312e-01
  495        24963.373        24958.002        25550.540       -1.739e+00
  496        24968.340        24962.965        25555.850       -7.427e-02
  497        24975.385        24970.004        25563.381       -1.577e+00
  498        24971.156        24965.779        25558.860       -1.312e-01
  499        24963.373        24958.002        25550.540       -1.739e+00
  500        24968.340        24962.965        25555.850       -7.427e-02
  501        24975.694        24970.313        25563.711       -1.747e+00
  502        24973.761        24968.382        25561.645       -8.287e-01
  503        24964.204        24958.832        25551.428       -1.304e+00
  504        24967.555        24962.181        25555.010       -1.876e-01
  505        24972.637        24967.259        25560.443       -4.517e-01
  506        24973.761        24968.382        25561.645       -8.287e-01
  507        24963.722        24958.352        25550.913       -1.549e+00
  508        24966.998        24961.624        25554.415       -3.020e-01
  509        24972.637        24967.259        25560.443       -4.517e-01
  510        24973.761        24968.382        25561.645       -8.287e-01
  511        24964.987        24959.615        25552.265       -9.512e-01
  512        24968.380        24963.005        25555.892       -7.007e-02
  513        24972.637        24967.259        25560.443       -4.517e-01
  514        24973.761        24968.382        25561.645       -8.287e-01
  515        24968.102        24962.728        25555.595       -1.027e-01
  516        24968.380        24963.005        25555.892       -7.007e-02
  517        24972.637        24967.259        25560.443       -4.517e-01
  518        24972.162        24966.785        25559.936       -3.272e-01
  519        24966.204        24960.831        25553.566       -5.143e-01
  520        24965.975        24960.603        25553.321       -5.862e-01
  521        24972.545        24967.167        25560.345       -4.261e-01
  522        24971.598        24966.221        25559.333       -2.058e-01
  523        24964.909        24959.536        25552.181       -9.842e-01
  524        24968.406        24963.031        25555.920       -6.733e-02
  525        24972.545        24967.167        25560.345       -4.261e-01
  526        24970.509        24965.133        25558.168       -5.397e-02
  527        24964.845        24959.474        25552.114       -1.011e+00
  528        24969.202        24963.827        25556.771       -1.476e-02
  529        24973.840        24968.461        25561.729       -8.595e-01
  530        24969.522        24964.147        25557.113       -9.933e-03
  531        24966.550        24961.176        25553.936       -4.148e-01
  532        24969.016        24963.641        25556.573       -2.184e-02
  533        24973.116        24967.737        25560.955       -5.982e-01
  534        24969.428        24964.052        25557.012       -1.038e-02
  535        24967.800        24962.426        25555.273       -1.461e-01
  536        24968.861        24963.485        25556.406       -3.020e-02
  537        24974.542        24969.162        25562.480       -1.159e+00
  538        24969.372        24963.996        25556.952       -1.105e-02
  539        24969.001        24963.625        25556.556       -2.259e-02
  540        24965.157        24959.785        25552.447       -8.822e-01
  541        24974.542        24969.162        25562.480       -1.159e+00
  542        24969.731        24964.354        25557.336       -1.183e-02
  543        24968.978        24963.603        25556.532       -2.369e-02
  544        24965.157        24959.785        25552.447       -8.822e-01
  545        24971.454        24966.077        25559.179       -1.797e-01
  546        24968.190        24962.815        25555.689       -9.160e-02
  547        24968.249        24962.875        25555.752       -8.454e-02
  548        24966.054        24960.682        25553.406       -5.608e-01
  549        24971.116        24965.740        25558.818       -1.254e-01
  550        24967.579        24962.205        25555.036       -1.833e-01
  551        24968.315        24962.940        25555.822       -7.708e-02
  552        24966.419        24961.046        25553.796       -4.511e-01
  553        24971.368        24965.990        25559.087       -1.648e-01
  554        24967.479        24962.105        25554.929       -2.015e-01
  555        24969.371        24963.995        25556.951       -1.105e-02
  556        24964.065        24958.695        25551.280       -1.372e+00
  557        24969.999        24964.624        25557.624       -2.014e-02
  558        24966.342        24960.969        25553.714       -4.732e-01
  559        24968.549        24963.174        25556.073       -5.361e-02
  560        24964.065        24958.695        25551.280       -1.372e+00
  561        24970.263        24964.887        25557.906       -3.469e-02
  562        24966.075        24960.702        25553.429       -5.540e-01
  563        24967.144        24961.770        25554.571       -2.694e-01
  564        24964.065        24958.695        25551.280       -1.372e+00
  565        24968.183        24962.809        25555.682       -9.243e-02
  566        24965.765        24960.393        25553.097       -6.562e-01
  567        24966.655        24961.282        25554.048       -3.867e-01
  568        24964.065        24958.695        25551.280       -1.372e+00
  569        24968.656        24963.281        25556.187       -4.460e-02
  570        24965.227        24959.855        25552.522       -8.542e-01
  571        24966.655        24961.282        25554.048       -3.867e-01
  572        24965.997        24960.623        25553.344       -5.792e-01
  573        24969.860        24964.484        25557.475       -1.500e-02
  574        24965.140        24959.768        25552.428       -8.891e-01
  575        24966.028        24960.654        25553.378       -5.692e-01
  576        24965.692        24960.320        25553.019       -6.815e-01
  577        24969.799        24964.424        25557.411       -1.334e-02
  578        24965.363        24959.990        25552.667       -8.019e-01
  579        24966.880        24961.507        25554.289       -3.298e-01
  580        24966.159        24960.787        25553.519       -5.278e-01
  581        24969.486        24964.110        25557.075       -1.001e-02
  582        24965.089        24959.717        25552.374       -9.096e-01
  583        24967.381        24962.008        25554.825       -2.202e-01
  584        24966.951        24961.577        25554.365       -3.131e-01
  585        24971.545        24966.167        25559.275       -1.959e-01
  586        24965.089        24959.717        25552.374       -9.096e-01
  587        24967.328        24961.955        25554.768       -2.307e-01
  588        24966.423        24961.050        25553.801       -4.498e-01
  589        24971.545        24966.167        25559.275       -1.959e-01
  590        24964.969        24959.598        25552.247       -9.585e-01
  591        24966.948        24961.575        25554.362       -3.137e-01
  592        24966.423        24961.050        25553.801       -4.498e-01
  593        24971.545        24966.167        25559.275       -1.959e-01
  594        24964.969        24959.598        25552.247       -9.585e-01
  595        24966.611        24961.238        25554.001       -3.983e-01
  596        24966.271        24960.898        25553.638       -4.942e-01
  597        24971.545        24966.167        25559.275       -1.959e-01
  598        24965.591        24960.219        25552.912       -7.173e-01
  599        24965.410        24960.039        25552.718       -7.838e-01
  600        24966.014        24960.642        25553.364       -5.734e-01
  601        24969.445        24964.070        25557.031       -1.024e-02
  602        24965.348        24959.976        25552.651       -8.076e-01
  603        24965.410        24960.039        25552.718       -7.838e-01
  604        24965.828        24960.456        25553.165       -6.347e-01
  605        24967.788        24962.414        25555.260       -1.480e-01
  606        24964.822        24959.451        25552.090       -1.021e+00
  607        24965.160        24959.788        25552.451       -8.808e-01
