polar and equatorial radii for Neptune's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
these models assume the h-band 2014 wind profile from Tollefson et al. (2018, Icarus 311).
the distribution of models in this file comes from randomly drawing wind fit coefficients from Gaussians with means and standard deviations from Table 1 (polynomial profiles).
index         r_pol_km          r_eq_km
  706   24390.84721388   24767.57484894
  707   24406.08614274   24766.65452843
  708   24421.30694127   24765.00979759
  709   24337.26746986   24771.05781026
  710   24345.96065001   24769.15963887
  711   24238.05562502   24767.05400247
  712   24310.26250380   24766.89790977
  713   24380.32337402   24771.21402156
  714   24320.90878018   24775.10820247
  715   24334.83523716   24765.52621792
  716   24357.45419857   24763.22360744
  717   24291.52066000   24762.49948777
  718   24316.28386819   24767.06367627
  719   24347.89257855   24769.78924261
  720   24338.63284055   24771.01974118
  721   24202.66156678   24774.44402290
  722   24348.30767626   24769.67600187
  723   24342.99430485   24765.23396968
  724   24248.63082792   24776.09771066
  725   24372.08006096   24764.77209885
  726   24384.47523932   24773.05199136
  727   24260.00268102   24767.43850412
  728   24249.44480555   24771.79682258
  729   24335.03032188   24764.23393532
  730   24298.64425347   24766.86888787
  731   24414.07305013   24761.36502093
  732   24420.97257824   24758.67053244
  733   24386.59580583   24772.31251173
  734   24403.70570168   24763.64890203
  735   24102.75572608   24778.71432403
  736   24389.42912253   24766.47154696
  737   24321.99265132   24770.93385391
  738   24298.07605858   24771.14468536
  739   24204.24808948   24774.47292223
  740   24400.20732905   24764.48018317
  741   24324.26668919   24765.06720461
  742   24425.14541342   24760.56579388
  743   24388.68079409   24771.20694060
  744   24334.42347087   24771.36861079
  745   24417.42423767   24762.76920726
  746   23998.39005593   24781.03360166
  747   24445.73212645   24753.43579185
  748   24302.37519846   24767.62670898
  749   24305.30421170   24763.47565110
  750   24381.29520626   24760.63100515
  751   24206.75209565   24776.95628704
  752   24292.34222489   24768.88634018
  753   23708.42512906   24789.84582550
  754   24249.55585078   24776.84841181
