polar and equatorial radii for Uranus's 1-bar isobaric surface. models are described in Mankovich et al. 2026, PSJ.
the models summarized in this file assume the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation 2.
the distribution of models in this file comes from Markov chain Monte Carlo fits to the pair of Voyager 2 radio occultations reported in Lindal et al. 1987.
index         r_pol_km          r_eq_km              lnp 
  616        24971.541        25560.437       -4.502e-01
  617        24971.058        25559.920       -3.237e-01
  618        24968.850        25557.560       -1.770e-02
  619        24970.659        25559.494       -2.355e-01
  620        24971.824        25560.739       -5.339e-01
  621        24972.699        25561.675       -8.397e-01
  622        24969.577        25558.337       -6.925e-02
  623        24969.701        25558.470       -8.293e-02
  624        24971.743        25560.653       -5.092e-01
  625        24971.408        25560.295       -4.132e-01
  626        24969.575        25558.335       -6.908e-02
  627        24969.716        25558.485       -8.465e-02
  628        24971.273        25560.150       -3.773e-01
  629        24972.082        25561.015       -6.170e-01
  630        24967.928        25556.574       -2.175e-02
  631        24969.716        25558.485       -8.465e-02
  632        24971.404        25560.290       -4.121e-01
  633        24973.177        25562.186       -1.037e+00
  634        24970.104        25558.900       -1.368e-01
  635        24970.238        25559.043       -1.580e-01
  636        24971.404        25560.290       -4.121e-01
  637        24976.066        25565.275       -2.669e+00
  638        24970.593        25559.424       -2.224e-01
  639        24971.338        25560.220       -3.944e-01
  640        24970.592        25559.422       -2.221e-01
  641        24976.066        25565.275       -2.669e+00
  642        24967.506        25556.122       -4.954e-02
  643        24972.746        25561.725       -8.581e-01
  644        24970.592        25559.422       -2.221e-01
  645        24976.066        25565.275       -2.669e+00
  646        24964.705        25553.128       -6.463e-01
  647        24970.469        25559.291       -1.985e-01
  648        24968.419        25557.098       -9.930e-03
  649        24975.315        25564.472       -2.171e+00
  650        24964.705        25553.128       -6.463e-01
  651        24970.198        25559.001       -1.515e-01
  652        24964.998        25553.441       -5.502e-01
  653        24974.672        25563.785       -1.786e+00
  654        24961.700        25549.915       -2.083e+00
  655        24968.354        25557.030       -1.023e-02
  656        24965.778        25554.275       -3.329e-01
  657        24972.765        25561.746       -8.658e-01
  658        24961.700        25549.915       -2.083e+00
  659        24968.354        25557.030       -1.023e-02
  660        24965.995        25554.507       -2.823e-01
  661        24972.765        25561.746       -8.658e-01
  662        24961.700        25549.915       -2.083e+00
  663        24967.195        25555.790       -8.040e-02
  664        24966.790        25555.357       -1.339e-01
  665        24970.584        25559.414       -2.206e-01
  666        24961.700        25549.915       -2.083e+00
  667        24967.532        25556.151       -4.733e-02
  668        24968.158        25556.819       -1.348e-02
  669        24972.390        25561.345       -7.239e-01
  670        24961.700        25549.915       -2.083e+00
  671        24964.245        25552.636       -8.129e-01
  672        24967.951        25556.599       -2.069e-02
  673        24970.179        25558.981       -1.486e-01
  674        24959.178        25547.218       -3.927e+00
  675        24964.930        25553.369       -5.717e-01
  676        24967.929        25556.575       -2.171e-02
  677        24971.700        25560.607       -4.963e-01
  678        24958.677        25546.683       -4.362e+00
  679        24965.668        25554.157       -3.603e-01
  680        24967.929        25556.575       -2.171e-02
  681        24973.641        25562.683       -1.247e+00
  682        24958.677        25546.683       -4.362e+00
  683        24964.967        25553.408       -5.601e-01
  684        24966.915        25555.490       -1.158e-01
  685        24970.873        25559.723       -2.811e-01
  686        24960.000        25548.097       -3.262e+00
  687        24964.967        25553.408       -5.601e-01
  688        24967.118        25555.707       -8.947e-02
  689        24972.209        25561.151       -6.600e-01
  690        24963.414        25551.747       -1.163e+00
  691        24965.024        25553.469       -5.421e-01
  692        24969.075        25557.800       -2.848e-02
  693        24971.549        25560.446       -4.524e-01
  694        24964.446        25552.851       -7.377e-01
  695        24965.024        25553.469       -5.421e-01
  696        24969.169        25557.900       -3.436e-02
  697        24971.549        25560.446       -4.524e-01
  698        24964.724        25553.148       -6.397e-01
  699        24965.125        25553.577       -5.112e-01
  700        24967.339        25555.944       -6.499e-02
  701        24973.609        25562.648       -1.232e+00
  702        24964.270        25552.662       -8.034e-01
  703        24965.413        25553.885       -4.277e-01
  704        24967.339        25555.944       -6.499e-02
  705        24973.062        25562.063       -9.871e-01
  706        24966.694        25555.255       -1.487e-01
  707        24964.602        25553.017       -6.820e-01
  708        24963.631        25551.980       -1.065e+00
  709        24978.495        25567.872       -4.632e+00
  710        24966.488        25555.034       -1.834e-01
  711        24965.874        25554.378       -3.101e-01
  712        24965.604        25554.088       -3.768e-01
  713        24978.495        25567.872       -4.632e+00
  714        24962.126        25550.371       -1.829e+00
  715        24966.055        25554.571       -2.693e-01
  716        24964.979        25553.421       -5.562e-01
  717        24979.855        25569.327       -5.967e+00
  718        24963.501        25551.841       -1.123e+00
  719        24966.661        25555.219       -1.541e-01
  720        24964.979        25553.421       -5.562e-01
  721        24979.855        25569.327       -5.967e+00
  722        24970.891        25559.742       -2.851e-01
  723        24966.725        25555.287       -1.439e-01
  724        24966.140        25554.662       -2.511e-01
  725        24973.506        25562.538       -1.184e+00
  726        24970.891        25559.742       -2.851e-01
  727        24966.725        25555.287       -1.439e-01
  728        24967.676        25556.304       -3.638e-02
  729        24973.506        25562.538       -1.184e+00
  730        24970.197        25558.999       -1.514e-01
  731        24966.403        25554.944       -1.989e-01
  732        24968.286        25556.956       -1.096e-02
  733        24973.506        25562.538       -1.184e+00
  734        24970.964        25559.819       -3.015e-01
  735        24967.098        25555.687       -9.179e-02
  736        24967.797        25556.434       -2.861e-02
  737        24973.506        25562.538       -1.184e+00
  738        24971.693        25560.599       -4.943e-01
  739        24968.365        25557.041       -1.015e-02
  740        24965.374        25553.843       -4.387e-01
  741        24972.616        25561.586       -8.079e-01
  742        24971.018        25559.877       -3.142e-01
  743        24968.473        25557.157       -9.974e-03
  744        24967.957        25556.604       -2.046e-02
  745        24972.616        25561.586       -8.079e-01
  746        24971.018        25559.877       -3.142e-01
  747        24971.543        25560.439       -4.506e-01
  748        24965.901        25554.407       -3.037e-01
  749        24972.616        25561.586       -8.079e-01
  750        24970.524        25559.349       -2.089e-01
  751        24970.996        25559.854       -3.090e-01
  752        24968.096        25556.753       -1.523e-02
  753        24972.616        25561.586       -8.079e-01
  754        24970.087        25558.882       -1.343e-01
  755        24970.702        25559.540       -2.443e-01
  756        24969.342        25558.086       -4.735e-02
  757        24971.476        25560.367       -4.318e-01
  758        24970.690        25559.527       -2.418e-01
  759        24971.156        25560.025       -3.477e-01
  760        24968.260        25556.928       -1.135e-02
  761        24972.138        25561.076       -6.359e-01
  762        24970.019        25558.809       -1.242e-01
  763        24971.489        25560.381       -4.354e-01
  764        24966.938        25555.516       -1.125e-01
  765        24969.823        25558.600       -9.773e-02
  766        24970.365        25559.180       -1.798e-01
  767        24971.067        25559.930       -3.258e-01
  768        24967.081        25555.668       -9.400e-02
  769        24970.742        25559.582       -2.526e-01
  770        24971.319        25560.199       -3.893e-01
  771        24971.823        25560.738       -5.337e-01
  772        24966.980        25555.560       -1.070e-01
  773        24971.691        25560.597       -4.937e-01
  774        24971.371        25560.255       -4.032e-01
  775        24971.671        25560.575       -4.876e-01
  776        24966.980        25555.560       -1.070e-01
  777        24971.694        25560.600       -4.945e-01
  778        24971.355        25560.238       -3.989e-01
  779        24971.675        25560.580       -4.890e-01
  780        24967.838        25556.478       -2.630e-02
  781        24971.782        25560.694       -5.211e-01
  782        24971.342        25560.224       -3.955e-01
  783        24971.521        25560.415       -4.443e-01
  784        24968.797        25557.503       -1.584e-02
  785        24971.446        25560.336       -4.237e-01
  786        24971.255        25560.131       -3.726e-01
  787        24971.520        25560.415       -4.443e-01
  788        24969.332        25558.075       -4.651e-02
