detailed model output for Uranus's 1-bar reference geoid, assuming rigid rotation with period 17.25 h.
see uranus_model_symmetric_wind.txt for the corresponding shape model including the effect of the latitudinally varying atmospheric rotation.
that model used the symmetric wind profile from Sromovsky et al. (2015, Icarus 258) Equation (2) and this reference geoid satisfies the same r_pol.
mu=sin(phi), phi [radians], and lat_deg [degrees] refer to planetocentric latitude; lat_pg_deg gives planetographic latitude in degrees.
              mu          phi_rad          lat_deg       lat_pg_deg          psi_rad    omega_rad_s-1             r_km 
        -0.44490          0.46106         26.41681         27.34196          0.01615          0.00010        25367.418
        -0.44286          0.45878         26.28632         27.20837          0.01609          0.00010        25368.350
        -0.44082          0.45651         26.15598         27.07492          0.01604          0.00010        25369.277
        -0.43878          0.45424         26.02578         26.94159          0.01598          0.00010        25370.200
        -0.43673          0.45197         25.89573         26.80839          0.01593          0.00010        25371.119
        -0.43469          0.44970         25.76582         26.67531          0.01587          0.00010        25372.034
        -0.43265          0.44743         25.63605         26.54236          0.01582          0.00010        25372.945
        -0.43061          0.44517         25.50642         26.40954          0.01576          0.00010        25373.851
        -0.42857          0.44291         25.37693         26.27684          0.01571          0.00010        25374.753
        -0.42653          0.44065         25.24758         26.14426          0.01565          0.00010        25375.652
        -0.42449          0.43840         25.11837         26.01181          0.01559          0.00010        25376.546
        -0.42245          0.43615         24.98930         25.87947          0.01554          0.00010        25377.436
        -0.42041          0.43390         24.86036         25.74725          0.01548          0.00010        25378.321
        -0.41837          0.43165         24.73155         25.61516          0.01542          0.00010        25379.203
        -0.41633          0.42940         24.60288         25.48318          0.01536          0.00010        25380.080
        -0.41429          0.42716         24.47434         25.35132          0.01531          0.00010        25380.954
        -0.41224          0.42492         24.34593         25.21957          0.01525          0.00010        25381.823
        -0.41020          0.42268         24.21766         25.08794          0.01519          0.00010        25382.688
        -0.40816          0.42044         24.08951         24.95642          0.01513          0.00010        25383.548
        -0.40612          0.41821         23.96148         24.82502          0.01507          0.00010        25384.405
        -0.40408          0.41597         23.83359         24.69372          0.01501          0.00010        25385.257
        -0.40204          0.41374         23.70582         24.56254          0.01495          0.00010        25386.105
        -0.40000          0.41152         23.57818         24.43147          0.01489          0.00010        25386.949
        -0.39796          0.40929         23.45066         24.30051          0.01483          0.00010        25387.789
        -0.39592          0.40707         23.32326         24.16965          0.01477          0.00010        25388.625
        -0.39388          0.40485         23.19599         24.03891          0.01471          0.00010        25389.456
        -0.39184          0.40263         23.06883         23.90827          0.01465          0.00010        25390.284
        -0.38980          0.40041         22.94180         23.77773          0.01459          0.00010        25391.107
        -0.38776          0.39819         22.81489         23.64731          0.01453          0.00010        25391.926
        -0.38571          0.39598         22.68809         23.51698          0.01447          0.00010        25392.741
        -0.38367          0.39377         22.56141         23.38676          0.01441          0.00010        25393.551
        -0.38163          0.39156         22.43485         23.25664          0.01434          0.00010        25394.357
        -0.37959          0.38936         22.30840         23.12662          0.01428          0.00010        25395.160
        -0.37755          0.38715         22.18207         22.99670          0.01422          0.00010        25395.958
        -0.37551          0.38495         22.05585         22.86689          0.01416          0.00010        25396.751
        -0.37347          0.38275         21.92974         22.73717          0.01409          0.00010        25397.541
        -0.37143          0.38055         21.80375         22.60755          0.01403          0.00010        25398.326
        -0.36939          0.37835         21.67786         22.47803          0.01397          0.00010        25399.107
        -0.36735          0.37615         21.55209         22.34860          0.01390          0.00010        25399.884
        -0.36531          0.37396         21.42642         22.21927          0.01384          0.00010        25400.657
        -0.36327          0.37177         21.30087         22.09003          0.01377          0.00010        25401.426
        -0.36122          0.36958         21.17542         21.96089          0.01371          0.00010        25402.190
        -0.35918          0.36739         21.05007         21.83184          0.01364          0.00010        25402.950
        -0.35714          0.36521         20.92483         21.70289          0.01358          0.00010        25403.706
        -0.35510          0.36302         20.79970         21.57402          0.01351          0.00010        25404.457
        -0.35306          0.36084         20.67467         21.44525          0.01345          0.00010        25405.205
        -0.35102          0.35866         20.54974         21.31657          0.01338          0.00010        25405.948
        -0.34898          0.35648         20.42492         21.18798          0.01332          0.00010        25406.687
